id_chamado,data_abertura,data_fechamento,categoria,prioridade,status,setor_solicitante,tecnico_responsavel,equipe,tempo_resolucao_horas,sla_meta_horas,dentro_sla
INC-00172,2025-03-07 09:32,2025-03-07 21:44,Impressora,Baixa,Resolvido,TI,Carlos Lima,N1,12.2,48,Sim
INC-01445,2025-03-07 11:56,2025-03-07 12:44,Acesso/Senha,Média,Resolvido,Logística,Bruno Reis,N2,0.8,24,Sim
INC-01008,2025-03-07 12:25,2025-03-07 14:07,Impressora,Média,Resolvido,Logística,Ana Souza,N1,1.7,24,Sim
INC-01948,2025-03-08 07:35,2025-03-08 11:53,Rede/Internet,Média,Resolvido,Comercial,Carlos Lima,N1,4.3,24,Sim
INC-01261,2025-03-08 10:40,2025-03-08 13:58,Rede/Internet,Alta,Resolvido,Logística,Carlos Lima,N1,3.3,8,Sim
INC-00969,2025-03-10 07:16,2025-03-10 08:16,Acesso/Senha,Média,Resolvido,Logística,Bruno Reis,N2,1.0,24,Sim
INC-00844,2025-03-10 10:37,2025-03-10 10:49,Software,Crítica,Resolvido,Operações,Diego Alves,N2,0.2,4,Sim
INC-02099,2025-03-10 11:29,2025-03-10 11:41,Software,Crítica,Resolvido,Financeiro,Bruno Reis,N2,0.2,4,Sim
INC-01068,2025-03-10 13:37,2025-03-11 18:25,Sistema Interno,Baixa,Resolvido,Comercial,Fernanda Cruz,N3,28.8,48,Sim
INC-01823,2025-03-11 07:28,2025-03-11 16:46,Hardware,Alta,Resolvido,Diretoria,Fernanda Cruz,N3,9.3,8,Não
INC-00832,2025-03-11 07:51,2025-03-11 12:33,Rede/Internet,Baixa,Resolvido,Diretoria,Ana Souza,N1,4.7,48,Sim
INC-00559,2025-03-11 08:12,2025-03-11 08:42,Software,Baixa,Resolvido,Operações,Bruno Reis,N2,0.5,48,Sim
INC-01911,2025-03-11 14:23,2025-03-12 02:47,Software,Alta,Resolvido,Logística,Ana Souza,N1,12.4,8,Não
INC-02032,2025-03-12 07:48,2025-03-12 09:24,Acesso/Senha,Média,Resolvido,Diretoria,Bruno Reis,N2,1.6,24,Sim
INC-01784,2025-03-13 08:22,2025-03-13 09:10,Rede/Internet,Média,Resolvido,Operações,Carlos Lima,N1,0.8,24,Sim
INC-01002,2025-03-13 11:45,2025-03-13 12:33,Sistema Interno,Média,Resolvido,Diretoria,Carlos Lima,N1,0.8,24,Sim
INC-02200,2025-03-13 11:49,2025-03-13 15:31,Rede/Internet,Média,Resolvido,Operações,Bruno Reis,N2,3.7,24,Sim
INC-00976,2025-03-13 12:43,2025-03-14 01:55,Hardware,Média,Resolvido,Financeiro,Carlos Lima,N1,13.2,24,Sim
INC-01770,2025-03-13 14:10,2025-03-13 17:34,Software,Baixa,Resolvido,Diretoria,Ana Souza,N1,3.4,48,Sim
INC-00743,2025-03-13 16:09,2025-03-13 17:57,Software,Baixa,Resolvido,TI,Fernanda Cruz,N3,1.8,48,Sim
INC-02450,2025-03-14 09:10,2025-03-14 16:16,Software,Baixa,Resolvido,RH,Bruno Reis,N2,7.1,48,Sim
INC-00563,2025-03-15 09:51,2025-03-16 01:39,Rede/Internet,Baixa,Resolvido,Comercial,Carlos Lima,N1,15.8,48,Sim
INC-00532,2025-03-17 08:41,2025-03-17 15:29,Acesso/Senha,Baixa,Resolvido,Operações,Fernanda Cruz,N3,6.8,48,Sim
INC-01880,2025-03-17 08:49,2025-03-17 20:37,Rede/Internet,Baixa,Resolvido,RH,Carlos Lima,N1,11.8,48,Sim
INC-02101,2025-03-17 09:29,2025-03-17 10:53,Acesso/Senha,Baixa,Resolvido,TI,Fernanda Cruz,N3,1.4,48,Sim
INC-01045,2025-03-17 10:57,2025-03-17 13:21,Rede/Internet,Média,Resolvido,Diretoria,Diego Alves,N2,2.4,24,Sim
INC-01627,2025-03-17 12:14,2025-03-17 12:56,Acesso/Senha,Baixa,Resolvido,Logística,Bruno Reis,N2,0.7,48,Sim
INC-01225,2025-03-17 15:59,2025-03-18 07:35,Sistema Interno,Baixa,Resolvido,Diretoria,Diego Alves,N2,15.6,48,Sim
INC-01998,2025-03-18 07:10,2025-03-18 14:04,Email,Baixa,Resolvido,Logística,Carlos Lima,N1,6.9,48,Sim
INC-01034,2025-03-18 07:45,2025-03-18 08:15,Acesso/Senha,Média,Resolvido,Operações,Ana Souza,N1,0.5,24,Sim
INC-01232,2025-03-18 10:51,2025-03-18 12:51,Email,Alta,Resolvido,Logística,Carlos Lima,N1,2.0,8,Sim
INC-00996,2025-03-18 10:56,2025-03-19 16:08,Hardware,Baixa,Resolvido,Financeiro,Ana Souza,N1,29.2,48,Sim
INC-02085,2025-03-18 13:15,2025-03-19 00:21,Rede/Internet,Baixa,Resolvido,Financeiro,Diego Alves,N2,11.1,48,Sim
INC-01384,2025-03-18 14:05,2025-03-18 17:29,Sistema Interno,Baixa,Resolvido,Comercial,Carlos Lima,N1,3.4,48,Sim
INC-01942,2025-03-19 13:56,2025-03-19 22:14,Software,Baixa,Resolvido,Logística,Bruno Reis,N2,8.3,48,Sim
INC-01013,2025-03-20 07:53,2025-03-20 09:11,Software,Baixa,Resolvido,RH,Carlos Lima,N1,1.3,48,Sim
INC-01727,2025-03-21 07:22,2025-03-21 15:28,Rede/Internet,Alta,Resolvido,Diretoria,Diego Alves,N2,8.1,8,Não
INC-00278,2025-03-21 07:51,2025-03-21 10:21,Email,Baixa,Resolvido,RH,Bruno Reis,N2,2.5,48,Sim
INC-00131,2025-03-21 11:16,2025-03-21 13:40,Software,Média,Resolvido,RH,Carlos Lima,N1,2.4,24,Sim
INC-01744,2025-03-23 07:29,2025-03-23 07:59,Acesso/Senha,Baixa,Resolvido,Comercial,Carlos Lima,N1,0.5,48,Sim
INC-00105,2025-03-24 07:09,2025-03-24 16:27,Hardware,Baixa,Resolvido,TI,Carlos Lima,N1,9.3,48,Sim
INC-00745,2025-03-24 07:27,2025-03-24 14:09,Software,Média,Resolvido,Operações,Carlos Lima,N1,6.7,24,Sim
INC-00031,2025-03-24 07:29,2025-03-26 15:35,Sistema Interno,Baixa,Resolvido,Comercial,Bruno Reis,N2,56.1,48,Não
INC-00779,2025-03-24 08:12,2025-03-24 11:12,Software,Baixa,Resolvido,Logística,Ana Souza,N1,3.0,48,Sim
INC-00983,2025-03-24 09:44,2025-03-24 16:20,Hardware,Média,Resolvido,Comercial,Fernanda Cruz,N3,6.6,24,Sim
INC-00881,2025-03-24 09:46,2025-03-24 20:52,Hardware,Baixa,Resolvido,Comercial,Carlos Lima,N1,11.1,48,Sim
INC-00580,2025-03-24 10:06,2025-03-24 11:48,Software,Baixa,Resolvido,Diretoria,Diego Alves,N2,1.7,48,Sim
INC-01248,2025-03-24 11:17,2025-03-24 12:59,Rede/Internet,Média,Resolvido,Diretoria,Carlos Lima,N1,1.7,24,Sim
INC-00398,2025-03-24 12:04,2025-03-24 12:58,Rede/Internet,Alta,Resolvido,Comercial,Bruno Reis,N2,0.9,8,Sim
INC-00391,2025-03-24 12:08,2025-03-24 20:02,Hardware,Média,Resolvido,Operações,Ana Souza,N1,7.9,24,Sim
INC-00042,2025-03-24 13:51,2025-03-24 14:51,Acesso/Senha,Crítica,Resolvido,Financeiro,Bruno Reis,N2,1.0,4,Sim
INC-02481,2025-03-24 14:34,2025-03-24 19:52,Rede/Internet,Alta,Resolvido,Diretoria,Bruno Reis,N2,5.3,8,Sim
INC-01707,2025-03-24 19:15,2025-03-24 19:39,Acesso/Senha,Crítica,Resolvido,TI,Carlos Lima,N1,0.4,4,Sim
INC-00276,2025-03-25 11:03,2025-03-25 12:51,Rede/Internet,Média,Resolvido,Logística,Fernanda Cruz,N3,1.8,24,Sim
INC-02302,2025-03-25 11:06,2025-03-25 15:00,Rede/Internet,Média,Resolvido,RH,Fernanda Cruz,N3,3.9,24,Sim
INC-00325,2025-03-25 11:51,2025-03-25 13:03,Acesso/Senha,Crítica,Resolvido,Diretoria,Fernanda Cruz,N3,1.2,4,Sim
INC-00059,2025-03-25 13:16,2025-03-25 16:40,Acesso/Senha,Baixa,Resolvido,Financeiro,Carlos Lima,N1,3.4,48,Sim
INC-02429,2025-03-25 13:42,2025-03-26 11:42,Email,Média,Resolvido,TI,Fernanda Cruz,N3,22.0,24,Sim
INC-02013,2025-03-26 07:33,2025-03-27 04:03,Software,Baixa,Resolvido,TI,Carlos Lima,N1,20.5,48,Sim
INC-00370,2025-03-26 10:12,2025-03-26 22:12,Software,Média,Resolvido,Diretoria,Diego Alves,N2,12.0,24,Sim
INC-00293,2025-03-26 11:13,2025-03-26 15:49,Software,Baixa,Resolvido,TI,Carlos Lima,N1,4.6,48,Sim
INC-00414,2025-03-26 11:40,2025-03-26 11:52,Acesso/Senha,Média,Resolvido,Diretoria,Ana Souza,N1,0.2,24,Sim
INC-02167,2025-03-26 13:21,2025-03-26 13:39,Software,Baixa,Resolvido,Comercial,Fernanda Cruz,N3,0.3,48,Sim
INC-00704,2025-03-26 13:24,2025-03-27 11:18,Sistema Interno,Baixa,Resolvido,Diretoria,Ana Souza,N1,21.9,48,Sim
INC-00405,2025-03-27 11:17,2025-03-27 14:41,Rede/Internet,Média,Resolvido,Logística,Diego Alves,N2,3.4,24,Sim
INC-00827,2025-03-28 16:36,2025-03-29 04:00,Software,Média,Resolvido,Comercial,Fernanda Cruz,N3,11.4,24,Sim
INC-01604,2025-03-28 17:37,2025-03-28 18:13,Acesso/Senha,Baixa,Resolvido,Financeiro,Bruno Reis,N2,0.6,48,Sim
INC-00553,2025-03-30 15:04,2025-03-30 16:46,Hardware,Baixa,Resolvido,Operações,Diego Alves,N2,1.7,48,Sim
INC-02499,2025-03-31 07:22,2025-03-31 08:16,Acesso/Senha,Média,Resolvido,Diretoria,Ana Souza,N1,0.9,24,Sim
INC-01724,2025-03-31 07:38,2025-03-31 08:14,Acesso/Senha,Alta,Resolvido,Logística,Diego Alves,N2,0.6,8,Sim
INC-00586,2025-03-31 07:59,2025-03-31 09:05,Acesso/Senha,Baixa,Resolvido,Operações,Ana Souza,N1,1.1,48,Sim
INC-00479,2025-03-31 08:37,2025-03-31 16:43,Email,Baixa,Resolvido,Diretoria,Bruno Reis,N2,8.1,48,Sim
INC-02047,2025-03-31 08:55,2025-03-31 11:31,Acesso/Senha,Baixa,Resolvido,Comercial,Carlos Lima,N1,2.6,48,Sim
INC-01080,2025-03-31 08:58,2025-03-31 09:10,Rede/Internet,Média,Resolvido,Logística,Fernanda Cruz,N3,0.2,24,Sim
INC-01357,2025-03-31 09:52,2025-03-31 10:04,Acesso/Senha,Crítica,Resolvido,Operações,Carlos Lima,N1,0.2,4,Sim
INC-00959,2025-03-31 11:00,2025-04-01 19:12,Software,Baixa,Resolvido,Comercial,Ana Souza,N1,32.2,48,Sim
INC-01586,2025-03-31 11:23,2025-03-31 14:11,Acesso/Senha,Baixa,Resolvido,Diretoria,Fernanda Cruz,N3,2.8,48,Sim
INC-01937,2025-03-31 11:43,2025-03-31 14:13,Hardware,Baixa,Resolvido,RH,Fernanda Cruz,N3,2.5,48,Sim
INC-01926,2025-03-31 12:30,2025-03-31 12:48,Acesso/Senha,Alta,Resolvido,Financeiro,Fernanda Cruz,N3,0.3,8,Sim
INC-02368,2025-03-31 13:23,2025-03-31 13:41,Impressora,Média,Resolvido,Comercial,Carlos Lima,N1,0.3,24,Sim
INC-01427,2025-04-01 08:14,2025-04-01 11:56,Software,Média,Resolvido,Financeiro,Diego Alves,N2,3.7,24,Sim
INC-00873,2025-04-01 08:51,2025-04-01 19:27,Software,Alta,Resolvido,Logística,Ana Souza,N1,10.6,8,Não
INC-00156,2025-04-01 10:12,2025-04-01 13:00,Software,Baixa,Resolvido,Financeiro,Bruno Reis,N2,2.8,48,Sim
INC-00662,2025-04-01 10:18,2025-04-01 11:00,Hardware,Alta,Resolvido,Diretoria,Bruno Reis,N2,0.7,8,Sim
INC-02312,2025-04-01 10:19,2025-04-01 15:31,Software,Baixa,Resolvido,Financeiro,Fernanda Cruz,N3,5.2,48,Sim
INC-02082,2025-04-01 10:32,2025-04-02 12:50,Rede/Internet,Baixa,Resolvido,RH,Diego Alves,N2,26.3,48,Sim
INC-00178,2025-04-01 14:17,2025-04-01 23:05,Rede/Internet,Baixa,Resolvido,Comercial,Bruno Reis,N2,8.8,48,Sim
INC-00452,2025-04-02 07:55,2025-04-02 08:55,Email,Alta,Resolvido,Logística,Bruno Reis,N2,1.0,8,Sim
INC-01312,2025-04-02 11:31,2025-04-02 13:49,Software,Média,Resolvido,Comercial,Ana Souza,N1,2.3,24,Sim
INC-01119,2025-04-02 11:46,2025-04-02 20:28,Acesso/Senha,Baixa,Resolvido,Operações,Carlos Lima,N1,8.7,48,Sim
INC-00509,2025-04-02 11:47,2025-04-02 12:41,Software,Alta,Resolvido,Logística,Fernanda Cruz,N3,0.9,8,Sim
INC-02370,2025-04-02 12:54,2025-04-03 07:36,Software,Baixa,Resolvido,RH,Bruno Reis,N2,18.7,48,Sim
INC-01137,2025-04-03 08:22,2025-04-03 09:04,Acesso/Senha,Baixa,Resolvido,Logística,Diego Alves,N2,0.7,48,Sim
INC-01475,2025-04-03 10:10,2025-04-03 10:22,Software,Média,Resolvido,Financeiro,Fernanda Cruz,N3,0.2,24,Sim
INC-00157,2025-04-03 10:23,2025-04-03 11:47,Email,Baixa,Resolvido,Financeiro,Carlos Lima,N1,1.4,48,Sim
INC-01734,2025-04-03 10:24,2025-04-03 11:12,Hardware,Crítica,Resolvido,Diretoria,Bruno Reis,N2,0.8,4,Sim
INC-00062,2025-04-03 10:26,2025-04-03 12:02,Acesso/Senha,Baixa,Resolvido,Diretoria,Fernanda Cruz,N3,1.6,48,Sim
INC-02037,2025-04-03 12:23,2025-04-03 18:35,Rede/Internet,Alta,Resolvido,Financeiro,Bruno Reis,N2,6.2,8,Sim
INC-01806,2025-04-03 12:34,2025-04-03 14:04,Acesso/Senha,Baixa,Resolvido,Logística,Bruno Reis,N2,1.5,48,Sim
INC-00168,2025-04-03 12:47,2025-04-03 20:05,Software,Baixa,Resolvido,RH,Fernanda Cruz,N3,7.3,48,Sim
INC-01798,2025-04-03 13:57,2025-04-04 08:09,Software,Baixa,Resolvido,Comercial,Carlos Lima,N1,18.2,48,Sim
INC-02352,2025-04-04 07:48,2025-04-04 14:00,Hardware,Baixa,Resolvido,Logística,Carlos Lima,N1,6.2,48,Sim
INC-01063,2025-04-04 09:02,2025-04-04 10:38,Acesso/Senha,Baixa,Resolvido,Operações,Ana Souza,N1,1.6,48,Sim
INC-02397,2025-04-04 10:14,2025-04-05 04:32,Hardware,Média,Resolvido,Comercial,Bruno Reis,N2,18.3,24,Sim
INC-02396,2025-04-04 13:28,2025-04-06 12:34,Hardware,Baixa,Resolvido,Comercial,Fernanda Cruz,N3,47.1,48,Sim
INC-00503,2025-04-04 13:57,2025-04-04 14:45,Software,Média,Resolvido,TI,Fernanda Cruz,N3,0.8,24,Sim
INC-01583,2025-04-06 12:08,2025-04-06 15:14,Acesso/Senha,Baixa,Resolvido,RH,Bruno Reis,N2,3.1,48,Sim
INC-02484,2025-04-07 07:06,2025-04-07 08:36,Software,Crítica,Resolvido,Logística,Diego Alves,N2,1.5,4,Sim
INC-02123,2025-04-07 07:08,2025-04-07 08:38,Rede/Internet,Baixa,Resolvido,Logística,Carlos Lima,N1,1.5,48,Sim
INC-01467,2025-04-07 07:15,2025-04-07 21:39,Rede/Internet,Baixa,Resolvido,Operações,Ana Souza,N1,14.4,48,Sim
INC-02054,2025-04-07 08:41,2025-04-07 09:59,Hardware,Alta,Resolvido,Financeiro,Diego Alves,N2,1.3,8,Sim
INC-01903,2025-04-07 08:42,2025-04-07 09:18,Impressora,Média,Resolvido,Diretoria,Fernanda Cruz,N3,0.6,24,Sim
INC-01122,2025-04-07 10:03,2025-04-07 10:57,Rede/Internet,Alta,Resolvido,Diretoria,Ana Souza,N1,0.9,8,Sim
INC-00848,2025-04-07 10:08,2025-04-07 23:26,Sistema Interno,Alta,Resolvido,Operações,Bruno Reis,N2,13.3,8,Não
INC-02026,2025-04-07 10:23,2025-04-07 13:23,Rede/Internet,Alta,Resolvido,Comercial,Ana Souza,N1,3.0,8,Sim
INC-00777,2025-04-07 10:23,2025-04-07 16:11,Software,Média,Resolvido,Logística,Ana Souza,N1,5.8,24,Sim
INC-00842,2025-04-07 11:16,2025-04-07 12:28,Rede/Internet,Média,Resolvido,TI,Diego Alves,N2,1.2,24,Sim
INC-00833,2025-04-07 11:50,2025-04-07 14:32,Software,Média,Resolvido,Financeiro,Carlos Lima,N1,2.7,24,Sim
INC-01882,2025-04-07 12:31,2025-04-07 13:37,Rede/Internet,Média,Resolvido,Operações,Diego Alves,N2,1.1,24,Sim
INC-00702,2025-04-07 12:55,2025-04-07 16:43,Impressora,Média,Resolvido,Operações,Carlos Lima,N1,3.8,24,Sim
INC-02412,2025-04-07 13:29,2025-04-08 00:41,Software,Baixa,Resolvido,TI,Bruno Reis,N2,11.2,48,Sim
INC-01175,2025-04-07 14:14,2025-04-07 14:26,Software,Média,Resolvido,Financeiro,Ana Souza,N1,0.2,24,Sim
INC-01079,2025-04-07 14:57,2025-04-07 16:09,Email,Baixa,Resolvido,RH,Ana Souza,N1,1.2,48,Sim
INC-01584,2025-04-07 15:05,2025-04-07 16:05,Software,Média,Resolvido,Financeiro,Bruno Reis,N2,1.0,24,Sim
INC-02238,2025-04-08 07:12,2025-04-08 07:36,Impressora,Média,Resolvido,Financeiro,Diego Alves,N2,0.4,24,Sim
INC-01027,2025-04-08 07:38,2025-04-08 23:02,Rede/Internet,Média,Resolvido,Comercial,Diego Alves,N2,15.4,24,Sim
INC-02182,2025-04-08 09:18,2025-04-08 13:06,Software,Baixa,Resolvido,Comercial,Carlos Lima,N1,3.8,48,Sim
INC-01723,2025-04-08 12:22,2025-04-08 12:34,Acesso/Senha,Média,Resolvido,Logística,Carlos Lima,N1,0.2,24,Sim
INC-00914,2025-04-08 15:16,2025-04-08 23:58,Impressora,Baixa,Resolvido,Financeiro,Carlos Lima,N1,8.7,48,Sim
INC-01369,2025-04-09 11:12,2025-04-09 19:00,Acesso/Senha,Baixa,Resolvido,Diretoria,Diego Alves,N2,7.8,48,Sim
INC-00036,2025-04-10 09:23,2025-04-10 10:17,Acesso/Senha,Média,Resolvido,RH,Bruno Reis,N2,0.9,24,Sim
INC-00119,2025-04-10 11:07,2025-04-10 14:43,Acesso/Senha,Baixa,Resolvido,Operações,Bruno Reis,N2,3.6,48,Sim
INC-00951,2025-04-10 13:32,2025-04-10 20:08,Software,Baixa,Resolvido,Operações,Diego Alves,N2,6.6,48,Sim
INC-01208,2025-04-10 14:30,2025-04-10 23:12,Email,Baixa,Resolvido,Financeiro,Bruno Reis,N2,8.7,48,Sim
INC-00307,2025-04-11 07:40,2025-04-11 23:46,Hardware,Baixa,Resolvido,Comercial,Fernanda Cruz,N3,16.1,48,Sim
INC-01687,2025-04-11 07:47,2025-04-11 08:11,Software,Crítica,Resolvido,Operações,Carlos Lima,N1,0.4,4,Sim
INC-00707,2025-04-11 11:16,2025-04-11 13:34,Acesso/Senha,Média,Resolvido,Financeiro,Bruno Reis,N2,2.3,24,Sim
INC-02219,2025-04-11 11:25,2025-04-11 13:49,Software,Média,Resolvido,TI,Bruno Reis,N2,2.4,24,Sim
INC-00890,2025-04-12 07:59,2025-04-12 09:47,Acesso/Senha,Média,Resolvido,Logística,Fernanda Cruz,N3,1.8,24,Sim
INC-00734,2025-04-12 09:53,2025-04-14 12:47,Software,Baixa,Resolvido,Diretoria,Bruno Reis,N2,50.9,48,Não
INC-00594,2025-04-14 07:56,2025-04-14 08:38,Acesso/Senha,Baixa,Resolvido,Logística,Bruno Reis,N2,0.7,48,Sim
INC-00755,2025-04-14 08:50,2025-04-14 09:14,Acesso/Senha,Média,Resolvido,Operações,Fernanda Cruz,N3,0.4,24,Sim
INC-00760,2025-04-14 09:31,2025-04-15 00:01,Impressora,Baixa,Resolvido,Financeiro,Ana Souza,N1,14.5,48,Sim
INC-00464,2025-04-14 09:35,2025-04-14 09:47,Acesso/Senha,Média,Resolvido,TI,Bruno Reis,N2,0.2,24,Sim
INC-00050,2025-04-14 09:50,2025-04-14 15:02,Email,Média,Resolvido,Comercial,Carlos Lima,N1,5.2,24,Sim
INC-00964,2025-04-14 10:40,2025-04-14 10:52,Acesso/Senha,Baixa,Resolvido,RH,Fernanda Cruz,N3,0.2,48,Sim
INC-02388,2025-04-14 12:24,2025-04-16 23:36,Hardware,Baixa,Resolvido,Operações,Carlos Lima,N1,59.2,48,Não
INC-01767,2025-04-14 12:27,2025-04-14 14:21,Acesso/Senha,Média,Resolvido,Logística,Carlos Lima,N1,1.9,24,Sim
INC-00520,2025-04-14 15:58,2025-04-14 20:28,Software,Alta,Resolvido,Logística,Diego Alves,N2,4.5,8,Sim
INC-01441,2025-04-15 07:54,2025-04-15 10:00,Hardware,Média,Resolvido,RH,Diego Alves,N2,2.1,24,Sim
INC-01551,2025-04-15 07:55,2025-04-15 17:19,Acesso/Senha,Baixa,Resolvido,Operações,Diego Alves,N2,9.4,48,Sim
INC-02190,2025-04-15 08:11,2025-04-15 14:35,Email,Baixa,Resolvido,RH,Ana Souza,N1,6.4,48,Sim
INC-01182,2025-04-15 13:58,2025-04-15 17:04,Acesso/Senha,Alta,Resolvido,Financeiro,Ana Souza,N1,3.1,8,Sim
INC-01592,2025-04-16 09:23,2025-04-16 11:17,Software,Média,Resolvido,RH,Carlos Lima,N1,1.9,24,Sim
INC-01304,2025-04-16 09:33,2025-04-17 09:45,Sistema Interno,Alta,Resolvido,Financeiro,Diego Alves,N2,24.2,8,Não
INC-01325,2025-04-16 12:15,2025-04-16 16:21,Software,Média,Resolvido,RH,Ana Souza,N1,4.1,24,Sim
INC-00587,2025-04-16 12:38,2025-04-16 14:20,Hardware,Baixa,Resolvido,Logística,Carlos Lima,N1,1.7,48,Sim
INC-01409,2025-04-16 12:57,2025-04-16 17:21,Acesso/Senha,Média,Resolvido,RH,Bruno Reis,N2,4.4,24,Sim
INC-01499,2025-04-17 07:02,2025-04-18 14:56,Rede/Internet,Baixa,Resolvido,TI,Diego Alves,N2,31.9,48,Sim
INC-01934,2025-04-17 07:41,2025-04-17 09:17,Acesso/Senha,Média,Resolvido,Diretoria,Carlos Lima,N1,1.6,24,Sim
INC-01530,2025-04-17 10:14,2025-04-17 16:20,Sistema Interno,Alta,Resolvido,Logística,Fernanda Cruz,N3,6.1,8,Sim
INC-00548,2025-04-17 13:22,2025-04-17 14:04,Acesso/Senha,Baixa,Resolvido,Diretoria,Diego Alves,N2,0.7,48,Sim
INC-01023,2025-04-18 07:03,2025-04-18 07:33,Software,Crítica,Resolvido,TI,Diego Alves,N2,0.5,4,Sim
INC-00681,2025-04-18 09:36,2025-04-18 20:18,Software,Baixa,Resolvido,Diretoria,Ana Souza,N1,10.7,48,Sim
INC-00555,2025-04-18 09:46,2025-04-19 09:22,Hardware,Média,Resolvido,Comercial,Fernanda Cruz,N3,23.6,24,Sim
INC-01011,2025-04-18 10:44,2025-04-18 14:20,Rede/Internet,Baixa,Resolvido,Diretoria,Ana Souza,N1,3.6,48,Sim
INC-01385,2025-04-18 11:59,2025-04-20 17:53,Hardware,Baixa,Resolvido,Operações,Fernanda Cruz,N3,53.9,48,Não
INC-01230,2025-04-18 12:47,2025-04-18 13:05,Software,Alta,Resolvido,Logística,Diego Alves,N2,0.3,8,Sim
INC-01710,2025-04-18 14:09,2025-04-18 22:09,Rede/Internet,Média,Resolvido,TI,Bruno Reis,N2,8.0,24,Sim
INC-01909,2025-04-18 16:20,2025-04-18 16:32,Software,Crítica,Resolvido,Comercial,Ana Souza,N1,0.2,4,Sim
INC-00073,2025-04-20 09:20,2025-04-21 11:14,Software,Baixa,Resolvido,Operações,Fernanda Cruz,N3,25.9,48,Sim
INC-00598,2025-04-20 11:54,2025-04-20 12:12,Software,Baixa,Resolvido,Operações,Ana Souza,N1,0.3,48,Sim
INC-00989,2025-04-21 07:20,2025-04-21 09:14,Acesso/Senha,Baixa,Resolvido,Logística,Fernanda Cruz,N3,1.9,48,Sim
INC-01957,2025-04-21 08:21,2025-04-21 11:51,Acesso/Senha,Baixa,Resolvido,RH,Carlos Lima,N1,3.5,48,Sim
INC-01865,2025-04-21 09:42,2025-04-22 01:06,Sistema Interno,Baixa,Resolvido,Comercial,Diego Alves,N2,15.4,48,Sim
INC-01165,2025-04-21 10:15,2025-04-21 11:21,Hardware,Baixa,Resolvido,Logística,Ana Souza,N1,1.1,48,Sim
INC-01323,2025-04-21 12:21,2025-04-21 19:15,Email,Média,Resolvido,Diretoria,Bruno Reis,N2,6.9,24,Sim
INC-00348,2025-04-21 14:05,2025-04-21 14:53,Acesso/Senha,Média,Resolvido,Financeiro,Bruno Reis,N2,0.8,24,Sim
INC-00874,2025-04-21 16:59,2025-04-22 03:17,Rede/Internet,Baixa,Resolvido,Logística,Bruno Reis,N2,10.3,48,Sim
INC-02147,2025-04-22 09:25,2025-04-23 09:37,Hardware,Baixa,Resolvido,Diretoria,Ana Souza,N1,24.2,48,Sim
INC-00737,2025-04-22 10:43,2025-04-22 17:43,Software,Alta,Resolvido,Operações,Carlos Lima,N1,7.0,8,Sim
INC-01920,2025-04-22 12:28,2025-04-22 16:58,Hardware,Alta,Resolvido,TI,Ana Souza,N1,4.5,8,Sim
INC-00421,2025-04-23 08:23,2025-04-23 18:29,Impressora,Baixa,Resolvido,Financeiro,Carlos Lima,N1,10.1,48,Sim
INC-02252,2025-04-23 10:29,2025-04-23 12:05,Software,Baixa,Resolvido,Comercial,Bruno Reis,N2,1.6,48,Sim
INC-00144,2025-04-23 13:47,2025-04-23 14:11,Acesso/Senha,Crítica,Resolvido,Financeiro,Ana Souza,N1,0.4,4,Sim
INC-02139,2025-04-24 08:22,2025-04-24 15:28,Software,Alta,Resolvido,Financeiro,Bruno Reis,N2,7.1,8,Sim
INC-00012,2025-04-24 10:21,2025-04-24 10:57,Impressora,Média,Resolvido,Financeiro,Bruno Reis,N2,0.6,24,Sim
INC-01437,2025-04-24 10:44,2025-04-24 12:56,Software,Média,Resolvido,Comercial,Carlos Lima,N1,2.2,24,Sim
INC-02231,2025-04-24 11:09,2025-04-24 17:09,Hardware,Crítica,Resolvido,TI,Ana Souza,N1,6.0,4,Não
INC-02044,2025-04-24 12:09,2025-04-24 13:33,Software,Baixa,Resolvido,TI,Fernanda Cruz,N3,1.4,48,Sim
INC-00991,2025-04-24 13:02,2025-04-24 14:26,Acesso/Senha,Média,Resolvido,Logística,Ana Souza,N1,1.4,24,Sim
INC-01083,2025-04-24 14:39,2025-04-24 15:45,Acesso/Senha,Baixa,Resolvido,TI,Fernanda Cruz,N3,1.1,48,Sim
INC-00185,2025-04-25 09:56,2025-04-25 10:08,Hardware,Alta,Resolvido,Operações,Ana Souza,N1,0.2,8,Sim
INC-01683,2025-04-25 10:36,2025-04-29 16:24,Sistema Interno,Baixa,Resolvido,Financeiro,Diego Alves,N2,101.8,48,Não
INC-00182,2025-04-25 11:53,2025-04-25 22:23,Hardware,Baixa,Resolvido,Logística,Fernanda Cruz,N3,10.5,48,Sim
INC-01846,2025-04-26 08:45,2025-04-26 08:57,Software,Baixa,Resolvido,RH,Fernanda Cruz,N3,0.2,48,Sim
INC-02141,2025-04-26 11:22,2025-04-26 17:22,Email,Média,Resolvido,TI,Fernanda Cruz,N3,6.0,24,Sim
INC-01264,2025-04-27 09:58,2025-04-27 23:22,Sistema Interno,Crítica,Resolvido,Logística,Carlos Lima,N1,13.4,4,Não
INC-00770,2025-04-27 13:48,2025-04-28 16:48,Rede/Internet,Baixa,Resolvido,Diretoria,Carlos Lima,N1,27.0,48,Sim
